search_name,search_location,metadata_id,metadata_status,metadata_json_endpoint,metadata_created_at,metadata_processed_at,metadata_google_jobs_url,metadata_raw_html_file,metadata_total_time_taken,parameters_q,parameters_engine,parameters_uule,parameters_google_domain,parameters_hl,parameters_gl,parameters_start
block-chain-1,USA,643db9ec224db12213cd421b,Success,https://serpapi.com/searches/a7e3d320a9075f00/643db9ec224db12213cd421b.json,2023-04-17 21:28:12 UTC,2023-04-17 21:28:12 UTC,https://www.google.com/search?q=block+chain&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=10,https://serpapi.com/searches/a7e3d320a9075f00/643db9ec224db12213cd421b.html,4.09,block chain,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,10
data-scientist-4,USA,643db97e5fc493f4ef82a469,Success,https://serpapi.com/searches/a980517c7e93b15a/643db97e5fc493f4ef82a469.json,2023-04-17 21:26:22 UTC,2023-04-17 21:26:22 UTC,https://www.google.com/search?q=data+scientist&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=40,https://serpapi.com/searches/a980517c7e93b15a/643db97e5fc493f4ef82a469.html,1.84,data scientist,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,40
natural-language-processing-1,USA,643db9f96073930b48d5359a,Success,https://serpapi.com/searches/6806a6ad5db11221/643db9f96073930b48d5359a.json,2023-04-17 21:28:25 UTC,2023-04-17 21:28:25 UTC,https://www.google.com/search?q=natural+language+processing&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=10,https://serpapi.com/searches/6806a6ad5db11221/643db9f96073930b48d5359a.html,2.5,natural language processing,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,10
reinforcement-learning-4,USA,643db9ce58762b07c185c1b1,Success,https://serpapi.com/searches/4355f1f2ab30af9b/643db9ce58762b07c185c1b1.json,2023-04-17 21:27:42 UTC,2023-04-17 21:27:42 UTC,https://www.google.com/search?q=reinforcement+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=40,https://serpapi.com/searches/4355f1f2ab30af9b/643db9ce58762b07c185c1b1.html,2.69,reinforcement learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,40
neural-networks-4,USA,643db99ab7b1cc54dd45c12f,Success,https://serpapi.com/searches/1260623261e4e9be/643db99ab7b1cc54dd45c12f.json,2023-04-17 21:26:50 UTC,2023-04-17 21:26:50 UTC,https://www.google.com/search?q=neural+networks&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=40,https://serpapi.com/searches/1260623261e4e9be/643db99ab7b1cc54dd45c12f.html,0.69,neural networks,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,40
big-data-and-cloud-computing-3,USA,643db9a437b24aac2493bbb0,Success,https://serpapi.com/searches/853faefc00009e4a/643db9a437b24aac2493bbb0.json,2023-04-17 21:27:01 UTC,2023-04-17 21:27:01 UTC,https://www.google.com/search?q=big+data+and+cloud+computing&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=30,https://serpapi.com/searches/853faefc00009e4a/643db9a437b24aac2493bbb0.html,3.91,big data and cloud computing,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,30
data-analyst-0,USA,643db9804055aa518546783f,Success,https://serpapi.com/searches/062bb78422504e85/643db9804055aa518546783f.json,2023-04-17 21:26:24 UTC,2023-04-17 21:26:24 UTC,https://www.google.com/search?q=data+analyst&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=0,https://serpapi.com/searches/062bb78422504e85/643db9804055aa518546783f.html,3.2,data analyst,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,0
machine-learning-0,USA,643db9acf218016c6034aa41,Success,https://serpapi.com/searches/ab56f5f899b04ad4/643db9acf218016c6034aa41.json,2023-04-17 21:27:08 UTC,2023-04-17 21:27:08 UTC,https://www.google.com/search?q=machine+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=0,https://serpapi.com/searches/ab56f5f899b04ad4/643db9acf218016c6034aa41.html,9.96,machine learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,0
machine-learning-1,USA,643db9b6f716eebe9e76be57,Success,https://serpapi.com/searches/dd05532699f8356a/643db9b6f716eebe9e76be57.json,2023-04-17 21:27:18 UTC,2023-04-17 21:27:18 UTC,https://www.google.com/search?q=machine+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=10,https://serpapi.com/searches/dd05532699f8356a/643db9b6f716eebe9e76be57.html,1.24,machine learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,10
data-analyst-1,USA,643db9830a90c7096fee9571,Success,https://serpapi.com/searches/c94e8fd9c212e0bd/643db9830a90c7096fee9571.json,2023-04-17 21:26:27 UTC,2023-04-17 21:26:27 UTC,https://www.google.com/search?q=data+analyst&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=10,https://serpapi.com/searches/c94e8fd9c212e0bd/643db9830a90c7096fee9571.html,6.09,data analyst,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,10
big-data-and-cloud-computing-2,USA,643db9a30574f5e1af908539,Success,https://serpapi.com/searches/5be777e9f66f4766/643db9a30574f5e1af908539.json,2023-04-17 21:26:59 UTC,2023-04-17 21:26:59 UTC,https://www.google.com/search?q=big+data+and+cloud+computing&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=20,https://serpapi.com/searches/5be777e9f66f4766/643db9a30574f5e1af908539.html,1.6,big data and cloud computing,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,20
natural-language-processing-0,USA,643db9f7c99903c679408afc,Success,https://serpapi.com/searches/18dee8ba262f239d/643db9f7c99903c679408afc.json,2023-04-17 21:28:23 UTC,2023-04-17 21:28:23 UTC,https://www.google.com/search?q=natural+language+processing&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=0,https://serpapi.com/searches/18dee8ba262f239d/643db9f7c99903c679408afc.html,1.31,natural language processing,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,0
block-chain-0,USA,643db9ea7f8361345a66ac5c,Success,https://serpapi.com/searches/01808b22a636db08/643db9ea7f8361345a66ac5c.json,2023-04-17 21:28:10 UTC,2023-04-17 21:28:10 UTC,https://www.google.com/search?q=block+chain&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=0,https://serpapi.com/searches/01808b22a636db08/643db9ea7f8361345a66ac5c.html,1.92,block chain,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,0
reinforcement-learning-2,USA,643db9c5e815af4f936ba223,Success,https://serpapi.com/searches/5d817b0b7729b2e1/643db9c5e815af4f936ba223.json,2023-04-17 21:27:33 UTC,2023-04-17 21:27:33 UTC,https://www.google.com/search?q=reinforcement+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=20,https://serpapi.com/searches/5d817b0b7729b2e1/643db9c5e815af4f936ba223.html,2.68,reinforcement learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,20
neural-networks-2,USA,643db9980a90c708dcd50442,Success,https://serpapi.com/searches/98cd1eba9932637c/643db9980a90c708dcd50442.json,2023-04-17 21:26:48 UTC,2023-04-17 21:26:48 UTC,https://www.google.com/search?q=neural+networks&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=20,https://serpapi.com/searches/98cd1eba9932637c/643db9980a90c708dcd50442.html,0.9,neural networks,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,20
deep-learning-0,USA,643db9d1c56d93214963ffaa,Success,https://serpapi.com/searches/56127d963587e824/643db9d1c56d93214963ffaa.json,2023-04-17 21:27:45 UTC,2023-04-17 21:27:45 UTC,https://www.google.com/search?q=deep+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=0,https://serpapi.com/searches/56127d963587e824/643db9d1c56d93214963ffaa.html,1.64,deep learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,0
data-scientist-2,USA,643db978c99903c679408ae0,Success,https://serpapi.com/searches/32db9e871d5f49c5/643db978c99903c679408ae0.json,2023-04-17 21:26:16 UTC,2023-04-17 21:26:16 UTC,https://www.google.com/search?q=data+scientist&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=20,https://serpapi.com/searches/32db9e871d5f49c5/643db978c99903c679408ae0.html,2.4,data scientist,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,20
data-scientist-3,USA,643db97b9c84ac278c5ba1f8,Success,https://serpapi.com/searches/9174bf7a1b09a9db/643db97b9c84ac278c5ba1f8.json,2023-04-17 21:26:19 UTC,2023-04-17 21:26:19 UTC,https://www.google.com/search?q=data+scientist&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=30,https://serpapi.com/searches/9174bf7a1b09a9db/643db97b9c84ac278c5ba1f8.html,2.47,data scientist,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,30
time-series-analysis-0,USA,643db9e13bea7b8c1c51dd9f,Success,https://serpapi.com/searches/17e629e2e581a3ed/643db9e13bea7b8c1c51dd9f.json,2023-04-17 21:28:01 UTC,2023-04-17 21:28:01 UTC,https://www.google.com/search?q=time+series+analysis&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=0,https://serpapi.com/searches/17e629e2e581a3ed/643db9e13bea7b8c1c51dd9f.html,4.75,time series analysis,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,0
deep-learning-1,USA,643db9d366440a7d7c891175,Success,https://serpapi.com/searches/fb1f34b1ad04e1a2/643db9d366440a7d7c891175.json,2023-04-17 21:27:47 UTC,2023-04-17 21:27:47 UTC,https://www.google.com/search?q=deep+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=10,https://serpapi.com/searches/fb1f34b1ad04e1a2/643db9d366440a7d7c891175.html,1.33,deep learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,10
big-data-and-cloud-computing-4,USA,643db9a9f55d779be0f9822e,Success,https://serpapi.com/searches/b9a465714e5f8532/643db9a9f55d779be0f9822e.json,2023-04-17 21:27:05 UTC,2023-04-17 21:27:05 UTC,https://www.google.com/search?q=big+data+and+cloud+computing&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=40,https://serpapi.com/searches/b9a465714e5f8532/643db9a9f55d779be0f9822e.html,2.7,big data and cloud computing,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,40
neural-networks-3,USA,643db99910d744b496649c11,Success,https://serpapi.com/searches/80f37f2555528cdd/643db99910d744b496649c11.json,2023-04-17 21:26:49 UTC,2023-04-17 21:26:49 UTC,https://www.google.com/search?q=neural+networks&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=30,https://serpapi.com/searches/80f37f2555528cdd/643db99910d744b496649c11.html,0.95,neural networks,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,30
reinforcement-learning-3,USA,643db9c829d1770617bb89cb,Success,https://serpapi.com/searches/101af409ae51f379/643db9c829d1770617bb89cb.json,2023-04-17 21:27:36 UTC,2023-04-17 21:27:36 UTC,https://www.google.com/search?q=reinforcement+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=30,https://serpapi.com/searches/101af409ae51f379/643db9c829d1770617bb89cb.html,5.91,reinforcement learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,30
machine-learning-4,USA,643db9bc1988e565b2f29941,Success,https://serpapi.com/searches/2d9d8f1843c5c9b6/643db9bc1988e565b2f29941.json,2023-04-17 21:27:24 UTC,2023-04-17 21:27:24 UTC,https://www.google.com/search?q=machine+learning&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=40,https://serpapi.com/searches/2d9d8f1843c5c9b6/643db9bc1988e565b2f29941.html,2.01,machine learning,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,40
data-analyst-4,USA,643db98f1c450a6aed7e1a1f,Success,https://serpapi.com/searches/e14ca245b167a2d4/643db98f1c450a6aed7e1a1f.json,2023-04-17 21:26:39 UTC,2023-04-17 21:26:39 UTC,https://www.google.com/search?q=data+analyst&ibp=htl;jobs&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&gl=us&start=40,https://serpapi.com/searches/e14ca245b167a2d4/643db98f1c450a6aed7e1a1f.html,4.12,data analyst,google_jobs,w+CAIQICINVW5pdGVkIFN0YXRlcw,google.com,en,us,40
